327,1,47,"000047","Henry et al",1979
327,2,432,"000432","Davis",1987
328,1,47,"000047","Henry et al",1979
328,2,432,"000432","Davis",1987
329,1,47,"000047","Henry et al",1979
329,2,432,"000432","Davis",1987
330,1,47,"000047","Henry et al",1979
331,1,47,"000047","Henry et al",1979
332,1,432,"000432","Davis",1987
332,2,451,"000451","Bell",1984
333,1,329,"000329","Penman",1979
334,1,237,"000237","Parmalee and Oesch",1972
335,1,76,"000076","Pangborn et al",1971
335,2,1478,"001478","Pangborn et al",1967
335,3,2189,"002189","Kaplan et al.",1967
336,1,178,"000178","Guilday et al",1964
336,2,179,"000179","Guilday and Bender",1958
337,1,43,"000043","George",1983
338,1,406,"000406","Guilday",1971
338,2,649,"000649","McMichael",1963
339,1,207,"000207","Lundelius et al",1983
339,2,593,"000593","Gagliano",1967
339,3,592,"000592","Gagliano",1970
339,4,712,"000712","Arata",1964
340,1,46,"000046","Heckenberg et al",1990
341,1,71,"000071","Mulloy",1965
342,1,62,"000062","Kehoe",1967
343,1,38,"000038","Frison",1970
344,1,398,"000398","Hughes",1991
345,1,444,"000444","Burgett and Ingbar",1986
346,1,450,"000450","Brumley",1990
347,1,445,"000445","Bump",1987
348,1,2204,"002204","Nowatzyk",1983
349,1,327,"000327","Schultz",1969
350,1,166,"000166","Wood",1969
350,2,430,"000430","Falk",1969
351,1,432,"000432","Davis",1987
351,2,383,"000383","Lippincott",1978
352,1,432,"000432","Davis",1987
352,2,383,"000383","Lippincott",1978
352,3,384,"000384","Lippincott",1978
353,1,75,"000075","Obrien et al",1973
354,1,60,"000060","Katz",1971
355,1,432,"000432","Davis",1987
355,2,433,"000433","Davis",1975
356,1,322,"000322","Stewart",1978
356,2,432,"000432","Davis",1987
356,3,96,"000096","Stewart and Rogers",1983
357,1,86,"000086","Schmits",1978
358,1,56,"000056","Johnson",1975
358,2,432,"000432","Davis",1987
359,1,,"000000","Walker",0
360,1,7,"000007","Barnosky and Rasmussen",1988
