"","siteid","sitename","primary","datasetid","publicationid","pubtypeid","pubtype","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url","city","state","country","originallanguage","notes","author_order","author_familyname","author_givennames"
"126","5168","Norden",NA,"6464","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"127","5182","Ladson Rise [8JE602]",NA,"6478","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"128","5183","Cut Off Sink [8JE258]",NA,"6479","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"129","5185","Ward Island 1",NA,"6483","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"130","5187","Simpson's Flats",NA,"6485","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"131","5188","Simpson's Camp",NA,"6486","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"132","5191","Bison Landing",NA,"6489","2074","0","Legacy","1991","Dunbar, J. S. 1991. Resource orientation of Clovis and Suwannee age Paleoindian sites in Florida. Pages 185-213 in Clovis: origins and adaptations, (R. Bonnichsen and K. L. Turnmire, editors), Center for the Study of the First Americans, Oregon State University, Corvallis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"133","5106","Page-Ladson [8JE591]",NA,"6390","2075","0","Legacy","1988","Dunbar, J. S., M. K. Faught, and S. D. Webb. 1988. Page/Ladson (8Je591): an underwater Paleo-indian site in northwestern Florida. Florida Anthropologist 41(3):442-452.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"134","5106","Page-Ladson [8JE591]",NA,"6390","2075","0","Legacy","1988","Dunbar, J. S., M. K. Faught, and S. D. Webb. 1988. Page/Ladson (8Je591): an underwater Paleo-indian site in northwestern Florida. Florida Anthropologist 41(3):442-452.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Faught","M. K."
"135","5106","Page-Ladson [8JE591]",NA,"6390","2075","0","Legacy","1988","Dunbar, J. S., M. K. Faught, and S. D. Webb. 1988. Page/Ladson (8Je591): an underwater Paleo-indian site in northwestern Florida. Florida Anthropologist 41(3):442-452.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Webb","S. David"
"136","5106","Page-Ladson [8JE591]",NA,"6390","2076","0","Legacy","1989","Dunbar, J. S., S. D. Webb, and D. Cring. 1989. Culturally and naturally modified bones from a Paleoindian site in the Aucilla River, North Florida. Pages 473-497 in Bone modification (R. Bonnichsen and M. H. Sorg, editors), Peopling of the Americas Publications, Center for the Study of the First Americans, University of Maine, Orono.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dunbar","J. S."
"137","5106","Page-Ladson [8JE591]",NA,"6390","2076","0","Legacy","1989","Dunbar, J. S., S. D. Webb, and D. Cring. 1989. Culturally and naturally modified bones from a Paleoindian site in the Aucilla River, North Florida. Pages 473-497 in Bone modification (R. Bonnichsen and M. H. Sorg, editors), Peopling of the Americas Publications, Center for the Study of the First Americans, University of Maine, Orono.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Webb","S. David"
"138","5106","Page-Ladson [8JE591]",NA,"6390","2076","0","Legacy","1989","Dunbar, J. S., S. D. Webb, and D. Cring. 1989. Culturally and naturally modified bones from a Paleoindian site in the Aucilla River, North Florida. Pages 473-497 in Bone modification (R. Bonnichsen and M. H. Sorg, editors), Peopling of the Americas Publications, Center for the Study of the First Americans, University of Maine, Orono.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Cring","D."
"139","5129","Weekiwachee",NA,"6413","2134","0","Legacy","1976","Ferguson, G. R. 1976. The Weekiwachee site, Hernando County, Florida. Florida Anthropologist 29(2):69-83.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Ferguson","G. R."
"140","5138","Alderman [8VO135]",NA,"6422","2172","0","Legacy","1979","Fradkin, A. 1979. Faunal remains from the Alderman site, Volusia County, Florida. Florida Anthropologist 32(2):75-83.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Fradkin","A."
"141","5116","Bay Pines [8PI64]",NA,"6400","2223","0","Legacy","1975","Gallagher, J. C., and L. O. Warren. 1975. The Bay Pines site, Pinellas County, Florida. Florida Anthropologist 28(3):96-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Gallagher","J. C."
"142","5116","Bay Pines [8PI64]",NA,"6400","2223","0","Legacy","1975","Gallagher, J. C., and L. O. Warren. 1975. The Bay Pines site, Pinellas County, Florida. Florida Anthropologist 28(3):96-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Warren","L. O."
"143","5114","Waddells Mill Pond [8JA65]",NA,"6398","2227","0","Legacy","1966","Gardner, W. M. 1966. The Waddells Mill Pond site. Florida Anthropologist 19(2):43-60.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Gardner","W. M."
"144","5160","New Port",NA,"6456","2245","0","Legacy","1976","Gillette, D. D. 1976. Late Quaternary mammals from the St. Marks River, Wakulla County, Florida. Florida Scientist 39(2):120-122.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Gillette","David D."
"145","5162","Natural Spring Sink",NA,"6458","2245","0","Legacy","1976","Gillette, D. D. 1976. Late Quaternary mammals from the St. Marks River, Wakulla County, Florida. Florida Scientist 39(2):120-122.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Gillette","David D."
"146","5110","Snapper Creek [8DA9]",NA,"6394","2253","0","Legacy","1951","Goggin, J. M. 1951. The Snapper Creek site. Florida Anthropologist 3(3-4):50-64.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Goggin","J. M."
"147","5118","Brothers [8SO31]",NA,"6402","2260","0","Legacy","1978","Goodwin, L., J. Pearson, and J. Fioroni. 1978. Salvage excavations at the Brothers site, Sarasota County, Florida. Florida Anthropologist 31(3):117-127.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Goodwin","L."
"148","5112","Tampa Bay Shell Deposits",NA,"6396","2261","0","Legacy","1972","Goodyear, A. C., and L. O. Warren. 1972. Further observations on the submarine oyster shell deposits of Tampa Bay. Florida Anthropologist 25(2) pt.1:52-66.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Goodyear","A. C."
"149","5112","Tampa Bay Shell Deposits",NA,"6396","2261","0","Legacy","1972","Goodyear, A. C., and L. O. Warren. 1972. Further observations on the submarine oyster shell deposits of Tampa Bay. Florida Anthropologist 25(2) pt.1:52-66.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Warren","L. O."
"150","5104","Mulberry Midden",NA,"6388","2371","0","Legacy","1963","Gustafson, G. 1963. Mulberry Midden test site. Florida Anthropologist 16(1):29-31.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Gustafson","G."
"151","5142","Big Circle Mound Group [Tony's Mound]",NA,"6426","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"152","5143","Fort Center Earthworks",NA,"6427","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"153","5143","Fort Center Earthworks",NA,"6428","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"154","5143","Fort Center Earthworks",NA,"6429","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"155","5143","Fort Center Earthworks",NA,"6430","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"156","5143","Fort Center Earthworks",NA,"6431","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"157","5143","Fort Center Earthworks",NA,"6432","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"158","5143","Fort Center Earthworks",NA,"6433","2377","0","Legacy","1984","Hale, H. S. 1984. Prehistoric environmental exploitation around Lake Okeechobee. Southeastern Archaeology 3(2):173-187.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"159","5143","Fort Center Earthworks",NA,"6427","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"160","5143","Fort Center Earthworks",NA,"6428","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"161","5143","Fort Center Earthworks",NA,"6429","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"162","5143","Fort Center Earthworks",NA,"6430","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"163","5143","Fort Center Earthworks",NA,"6431","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"164","5143","Fort Center Earthworks",NA,"6432","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"165","5143","Fort Center Earthworks",NA,"6433","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"166","5210","Pahokee Ridge",NA,"6511","2378","0","Legacy","1989","Hale, H. S. 1989. Prehistoric subsistence strategies and settlement patterns in the Lake Okeechobee Basin of the South Florida Peninsula. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hale","Stephen H."
"167","5128","Wash Island",NA,"6412","2390","0","Legacy","1971","Hardman, C., Jr. 1971. The primitive solar observatory at Crystal River and its implications. Florida Anthropologist 16(3):81-92.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hardman","C."
"168","5120","Guest Mammoth [8MR130]",NA,"6404","2444","0","Legacy","1975","Hemmings, E. T. 1975. The Silver Springs site, prehistory in the Silver Springs Valley, Florida. Florida Anthropologist 28(4):141-158.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hemmings","E. T."
"169","5097","Harrison Homestead Village [8NA41]",NA,"6380","2446","0","Legacy","1973","Hemmings, E. T., and K. A. Deagan. 1973. Excavations on Amelia Island in northeast Florida. Contributions of the Florida State Museum: anthropology and history 18.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hemmings","E. T."
"170","5097","Harrison Homestead Village [8NA41]",NA,"6380","2446","0","Legacy","1973","Hemmings, E. T., and K. A. Deagan. 1973. Excavations on Amelia Island in northeast Florida. Contributions of the Florida State Museum: anthropology and history 18.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Deagan","K. A."
"171","5115","Walker Point [8NA28]",NA,"6399","2446","0","Legacy","1973","Hemmings, E. T., and K. A. Deagan. 1973. Excavations on Amelia Island in northeast Florida. Contributions of the Florida State Museum: anthropology and history 18.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hemmings","E. T."
"172","5115","Walker Point [8NA28]",NA,"6399","2446","0","Legacy","1973","Hemmings, E. T., and K. A. Deagan. 1973. Excavations on Amelia Island in northeast Florida. Contributions of the Florida State Museum: anthropology and history 18.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Deagan","K. A."
"173","5193","Nichol's Hammock",NA,"6491","2472","0","Legacy","1968","Hirshfeld, S. E. 1968. Vertebrate fauna of Nichol's Hammock, a natural trap. Quarterly Journal of the Florida Academy of Sciences 31(3):177-189.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hirshfeld","S. E."
"174","5120","Guest Mammoth [8MR130]",NA,"6404","2476","0","Legacy","1983","Hoffman, C. A. 1983. A mammoth kill site in the Silver Springs Run. Florida Anthropologist 36(1-2):83-87.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Hoffman","C. A."
"175","5192","Little Salt Spring",NA,"6490","2494","0","Legacy","1984","Holman, J. A., and C. J. Clausen. 1984. Fossil vertebrates associated with Paleo-indian artifact at Little Salt Spring, Florida. Journal of Vertebrate Paleontology 4(1):146-154.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Holman","J. Alan"
"176","5192","Little Salt Spring",NA,"6490","2494","0","Legacy","1984","Holman, J. A., and C. J. Clausen. 1984. Fossil vertebrates associated with Paleo-indian artifact at Little Salt Spring, Florida. Journal of Vertebrate Paleontology 4(1):146-154.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Clausen","C. J."
"177","5117","Boynton Mound Complex [8PB56]",NA,"6401","2537","0","Legacy","1976","Jaffee, H. 1976. Preliminary report on a midden mound and burial mound of the Boynton Mound complex (8/PB56). Florida Anthropologist 29(4):145-152.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Jaffee","H."
"178","5096","Tick Island [Harris Creek Site]",NA,"6379","2538","0","Legacy","1978","Jahn, O. L., and R. P. Bullen. 1978. The Tick Island site, St. Johns River, Florida. Florida Anthropological Society Publication 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Jahn","O. L."
"179","5096","Tick Island [Harris Creek Site]",NA,"6379","2538","0","Legacy","1978","Jahn, O. L., and R. P. Bullen. 1978. The Tick Island site, St. Johns River, Florida. Florida Anthropological Society Publication 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Bullen","R. P."
"180","5197","Monkey Jungle Hammock",NA,"6495","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"1","Jones","Cheri A."
"181","5197","Monkey Jungle Hammock",NA,"6495","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"2","Choate","Jerry R."
"182","5197","Monkey Jungle Hammock",NA,"6495","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"3","Genoways","Hugh H."
"183","16112","Waccasassa River VI","TRUE","24885","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"1","Jones","Cheri A."
"184","16112","Waccasassa River VI","TRUE","24885","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"2","Choate","Jerry R."
"185","16112","Waccasassa River VI","TRUE","24885","2575","2","Book Chapter","1984","Jones, C.A., J.R. Choate, and H.H. Genoways. 1984. Phylogeny and paleobiology of short-tailed shrews (genus Blarina). Pages 56-148 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Phylogeny and paleobiology of short-tailed shrews (genus Blarina)",NA,NA,NA,"56-148",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"3","Genoways","Hugh H."
"186","5108","St. John's Bluff [8DU106]",NA,"6392","2576","0","Legacy","1973","Jones, W. M. 1973. A late eighteenth century work camp, St. Johns Bluff, Duval County, Florida. Florida Anthropologist 26(4):129-142.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Jones","W. M."
"187","5099","Palm River Midden [8HI108]",NA,"6382","2581","0","Legacy","1968","Karklins, K. 1968. The Palm River midden, Hillsborough County, Florida. Florida Anthropologist 21(2-3):67-73.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Karklins","K."
"188","16410","Saber Tooth Cave","FALSE","25536","2614","2","Book Chapter","1984","Klippel, W.E., and P.W. Parmalee. 1984. Armadillos in North American Late Pleistocene contexts. Pages 149-160 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Armadillos in North American Late Pleistocene contexts",NA,NA,NA,"149-160",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"1","Klippel","Walter E."
"189","16410","Saber Tooth Cave","FALSE","25536","2614","2","Book Chapter","1984","Klippel, W.E., and P.W. Parmalee. 1984. Armadillos in North American Late Pleistocene contexts. Pages 149-160 in H.H. Genoways and M.R. Dawson, editors. Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday. Special Publications 8. Carnegie Museum of Natural History, Pittsburgh, Pennsylvania, USA.","Armadillos in North American Late Pleistocene contexts",NA,NA,NA,"149-160",NA,"10.5962/bhl.title.123727","Contributions in Quaternary vertebrate paleontology: a volume in memorial to John E. Guilday",NA,NA,NA,"Special Publications","8","Carnegie Museum of Natural History",NA,"Pittsburgh","Pennsylvania","USA",NA,NA,"2","Parmalee","Paul W."
"190","5088","Arch Creek [8DA23]",NA,"6371","2637","0","Legacy","1957","Laxson, D. D. 1957. The Arch Creek site. Florida Anthropologist 10(3-4):1-10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Laxson","D. D."
"191","5101","Madden [Dd45]",NA,"6384","2638","0","Legacy","1957","Laxson, D. D. 1957. The Madden site. Florida Anthropologist 10(1-2):1-16.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Laxson","D. D."
