"","siteid","sitename","primary","datasetid","publicationid","pubtypeid","pubtype","year","citation","articletitle","journal","volume","issue","pages","citationnumber","doi","booktitle","numvolumes","edition","volumetitle","seriestitle","seriesvolume","publisher","url","city","state","country","originallanguage","notes","author_order","author_familyname","author_givennames"
"244","6123","McKeithen Village [8CO17]",NA,"7478","2867","0","Legacy","1984","Milanich, J. T., A. S. Cordell, V. J. Knight, Jr., T. A. Kohler, and B. J. Sigler-Lavelle. 1984. McKeithen Weeden Island: the culture of northern Florida, A.D. 200-900. Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","Kohler","Tim A."
"245","6123","McKeithen Village [8CO17]",NA,"7478","2867","0","Legacy","1984","Milanich, J. T., A. S. Cordell, V. J. Knight, Jr., T. A. Kohler, and B. J. Sigler-Lavelle. 1984. McKeithen Weeden Island: the culture of northern Florida, A.D. 200-900. Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Sigler-Lavelle","B. J."
"246","5137","Fletcher [8SJ57]",NA,"6421","2869","0","Legacy","1980","Miller, J. J. 1980. Coquina middens on the Florida east coast. Florida Anthropologist 33(1).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Miller","J. J."
"247","5151","Vero",NA,"6447","2903","0","Legacy","1985","Morgan, G. 1985. Fossil bats (Mammalia: Chiroptera) from the late Pleistocene and Holocene Vero fauna, Indian River County, Florida. Brimleyana 11:97-117.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"248","5152","Vero 3",NA,"6448","2903","0","Legacy","1985","Morgan, G. 1985. Fossil bats (Mammalia: Chiroptera) from the late Pleistocene and Holocene Vero fauna, Indian River County, Florida. Brimleyana 11:97-117.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"249","5144","Cutler Hammock [Cutler Fossil Site] [8DA2001]",NA,"6434","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"250","5151","Vero",NA,"6447","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"251","5152","Vero 3",NA,"6448","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"252","5153","Melbourne [Golf Course Locality]",NA,"6449","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"253","5174","Reddick 1A",NA,"6470","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"254","5177","Haile 11B",NA,"6473","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"255","5180","Arredondo 1B",NA,"6476","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"256","5181","Arredondo 2A",NA,"6477","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"257","5193","Nichol's Hammock",NA,"6491","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"258","5195","Lecanto 2A",NA,"6493","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"259","5196","Rock Springs",NA,"6494","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"260","5197","Monkey Jungle Hammock",NA,"6495","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"261","5198","Monkey Jungle No. 2",NA,"6496","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"262","23648","Haile 1A","TRUE","40915","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"263","23674","Inglis IA [Inglis 1A]","FALSE","40964","2904","1","Journal Article","1991","Morgan, G.S. 1991. Neotropical Chiroptera from the Pliocene and Pleistocene of Florida. Bulletin of the American Museum of Natural History 206:176-213.","Neotropical Chiroptera from the Pliocene and Pleistocene of Florida","Bulletin of the American Museum of Natural History","206",NA,"176-213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Morgan","Gary S."
"264","5119","Cagles Hammock",NA,"6403","2915","0","Legacy","1974","Mowers, B., and W. B. Williams. 1974. Cagles Hammock, Coral Springs site No. 5. Florida Anthropologist 27(4):171-179.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Mowers
Mowers","B."
"265","5119","Cagles Hammock",NA,"6403","2915","0","Legacy","1974","Mowers, B., and W. B. Williams. 1974. Cagles Hammock, Coral Springs site No. 5. Florida Anthropologist 27(4):171-179.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Williams","W. B."
"266","5208","Fig Springs Mission [8CO1]",NA,"6509","2966","0","Legacy","1989","Newsom, L., and I. Quitmyer. 1989. Descriptive analysis of archeobotanical and faunal remains from Fig Springs Mission (8CO1). Ms. on file, Florida State Museum, Bureau of Archaeological Research, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Newsom","Lee A."
"267","5208","Fig Springs Mission [8CO1]",NA,"6509","2966","0","Legacy","1989","Newsom, L., and I. Quitmyer. 1989. Descriptive analysis of archeobotanical and faunal remains from Fig Springs Mission (8CO1). Ms. on file, Florida State Museum, Bureau of Archaeological Research, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Quitmyer","Irvy R."
"268","4155","Planters Hotel",NA,"5242","3064","0","Legacy","1972","Peterson, C. E., and J. T. Penman. 1972. Legislative lunch: faunal remains from the Planters Hotel, Tallahassee, Florida (c. 1840). Society for Historical Archaeology, 5th Annual Meeting, Tallahassee.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Peterson","C. E."
"269","4155","Planters Hotel",NA,"5242","3064","0","Legacy","1972","Peterson, C. E., and J. T. Penman. 1972. Legislative lunch: faunal remains from the Planters Hotel, Tallahassee, Florida (c. 1840). Society for Historical Archaeology, 5th Annual Meeting, Tallahassee.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Penman","John T."
"270","4155","Planters Hotel",NA,"5243","3064","0","Legacy","1972","Peterson, C. E., and J. T. Penman. 1972. Legislative lunch: faunal remains from the Planters Hotel, Tallahassee, Florida (c. 1840). Society for Historical Archaeology, 5th Annual Meeting, Tallahassee.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Peterson","C. E."
"271","4155","Planters Hotel",NA,"5243","3064","0","Legacy","1972","Peterson, C. E., and J. T. Penman. 1972. Legislative lunch: faunal remains from the Planters Hotel, Tallahassee, Florida (c. 1840). Society for Historical Archaeology, 5th Annual Meeting, Tallahassee.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Penman","John T."
"272","5098","Hontoon Island [8VO202]",NA,"6381","3095","0","Legacy","1987","Purdy, B. A. 1987. Investigations at Hontoon Island (8-VO-202), an archaeological wet site in Volusia County, Florida: an overview and chronology. Florida Anthropologist 40(1):4-12.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Purdy","B. A."
"273","5851","Fountain of Youth [8SJ31]",NA,"7181","3122","0","Legacy","1985","Reitz, E. J. 1985. Comparison of Spanish and aboriginal subsistence on the Atlantic coastal plain. Southeastern Archaeology 4(1):41-50.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"274","5145","St. Augustine",NA,"6435","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"275","5145","St. Augustine",NA,"6436","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"276","5145","St. Augustine",NA,"6437","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"277","5145","St. Augustine",NA,"6438","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"278","5145","St. Augustine",NA,"6439","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"279","5145","St. Augustine",NA,"6440","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"280","5145","St. Augustine",NA,"6441","3123","0","Legacy","1985","Reitz, E. J. 1985. Faunal evidence for sixteenth century Spanish subsistence at St. Augustine, Florida. Florida Anthropologist 38(1-2):54-69.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"281","5145","St. Augustine",NA,"6435","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"282","5145","St. Augustine",NA,"6435","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"283","5145","St. Augustine",NA,"6436","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"284","5145","St. Augustine",NA,"6436","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"285","5145","St. Augustine",NA,"6437","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"286","5145","St. Augustine",NA,"6437","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"287","5145","St. Augustine",NA,"6438","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"288","5145","St. Augustine",NA,"6438","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"289","5145","St. Augustine",NA,"6439","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"290","5145","St. Augustine",NA,"6439","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"291","5145","St. Augustine",NA,"6440","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"292","5145","St. Augustine",NA,"6440","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"293","5145","St. Augustine",NA,"6441","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Reitz","E. J."
"294","5145","St. Augustine",NA,"6441","3132","0","Legacy","1983","Reitz, E. J., and S. L. Cumbaa. 1983. Diet and foodways of eighteenth-century Spanish St. Augustine. Pages 151-186 in Spanish St. Augustine: the archaeology of a colonial Creole community (K. Deagan, editor), Academic Press, New York.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Cumbaa","Steve"
"295","5136","Patrician Shell Mound",NA,"6420","3160","0","Legacy","1981","Ritchie, T., F. Morrison, and C. Morrison. 1981. Salvage excavations of the Patrician Shell Mound. Florida Anthropologist 34(1):21-36.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Ritchie","T."
"296","5136","Patrician Shell Mound",NA,"6420","3160","0","Legacy","1981","Ritchie, T., F. Morrison, and C. Morrison. 1981. Salvage excavations of the Patrician Shell Mound. Florida Anthropologist 34(1):21-36.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Morrison","F."
"297","5136","Patrician Shell Mound",NA,"6420","3160","0","Legacy","1981","Ritchie, T., F. Morrison, and C. Morrison. 1981. Salvage excavations of the Patrician Shell Mound. Florida Anthropologist 34(1):21-36.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Morrison","C."
"298","5207","Gauthier [8BR193]",NA,"6508","3198","0","Legacy","1986","Russo, M. 1986. The coevolution of environment and human exploitation of faunal resources in the upper St. Johns River basin. Non-thesis Master's project, University of Florida, Department of Anthropology, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Russo","M."
"299","5224","Horr's Island [8CR209]",NA,"6527","3199","0","Legacy","1991","Russo, M. 1991. Archaic sedentism on the Florida coast: a case study from Horr's Island. Ph.D. dissertation, University of Florida, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Russo","M."
"300","5204","Grove's Orange Midden [8VO2601]",NA,"6502","3200","0","Legacy","1990","Russo, M., B. A. Purdy, L. A. Newsom, and R. M. McGee. 1990. Groves' Orange Midden (8VO2601): a Late Archaic wet site in east-central Florida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Russo","M."
"301","5204","Grove's Orange Midden [8VO2601]",NA,"6502","3200","0","Legacy","1990","Russo, M., B. A. Purdy, L. A. Newsom, and R. M. McGee. 1990. Groves' Orange Midden (8VO2601): a Late Archaic wet site in east-central Florida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Purdy","B. A."
"302","5204","Grove's Orange Midden [8VO2601]",NA,"6502","3200","0","Legacy","1990","Russo, M., B. A. Purdy, L. A. Newsom, and R. M. McGee. 1990. Groves' Orange Midden (8VO2601): a Late Archaic wet site in east-central Florida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","Newsom","Lee A."
"303","5204","Grove's Orange Midden [8VO2601]",NA,"6502","3200","0","Legacy","1990","Russo, M., B. A. Purdy, L. A. Newsom, and R. M. McGee. 1990. Groves' Orange Midden (8VO2601): a Late Archaic wet site in east-central Florida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","McGee","R. M."
"304","5130","Wheeler Springs [8OK1]",NA,"6414","3272","0","Legacy","1973","Sharon, D. W., and J. W. Bunn, Jr. 1973. A Swift Creek midden at the Wheeler Springs site, Wynnhaven Beach, Florida. Florida Anthropologist 26(4):153-156.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Sharon","D. W."
"305","5130","Wheeler Springs [8OK1]",NA,"6414","3272","0","Legacy","1973","Sharon, D. W., and J. W. Bunn, Jr. 1973. A Swift Creek midden at the Wheeler Springs site, Wynnhaven Beach, Florida. Florida Anthropologist 26(4):153-156.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Bunn","J. W."
"306","5205","Otis Hare [8LI172]",NA,"6503","3285","0","Legacy","1991","Shockey, B. J. 1991. Faunal material from the Otis Hare site (8-Li-172). Ms. on file, Florida State Museum, Gainesville.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Shockey","B. J."
"307","16410","Saber Tooth Cave","FALSE","25536","3291","1","Journal Article","1945","Simpson, G.G. 1945. Notes on Pleistocene and recent tapirs. Bulletin of the American Museum of Natural History 86(2):39-81.","Notes on Pleistocene and recent tapirs","Bulletin of the American Museum of Natural History","86","2","39-81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Simpson","Gavin"
"308","5138","Alderman [8VO135]",NA,"6422","3361","0","Legacy","1979","Stewart, M. C. 1979. Subsistence in the St. Johns regions in the Alderman site. Florida Anthropologist 32(2):52-74.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Stewart","M. C."
"309","5146","Mulberry Mound [8OR10]",NA,"6442","3362","0","Legacy","1985","Stewart, M. C. 1985. A partial archaeological survey of the William Beardall Tosohatchee preserve. Florida Anthropologist 38(4):253-260.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Stewart","M. C."
"310","5090","Cushing's Site",NA,"6373","3446","0","Legacy","1965","Van Beck, J. C., and M. Van Beck. 1965. The Marco Midden, Marco Island, Florida. Florida Anthropologist 18(1):1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Van Beck","J. C."
"311","5090","Cushing's Site",NA,"6373","3446","0","Legacy","1965","Van Beck, J. C., and M. Van Beck. 1965. The Marco Midden, Marco Island, Florida. Florida Anthropologist 18(1):1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Van Beck","M."
"312","5102","Marco Midden",NA,"6385","3446","0","Legacy","1965","Van Beck, J. C., and M. Van Beck. 1965. The Marco Midden, Marco Island, Florida. Florida Anthropologist 18(1):1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Van Beck","J. C."
"313","5102","Marco Midden",NA,"6385","3446","0","Legacy","1965","Van Beck, J. C., and M. Van Beck. 1965. The Marco Midden, Marco Island, Florida. Florida Anthropologist 18(1):1-20.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Van Beck","M."
